Label (1 = metaphor / 0 = literal)	Sentence
1	The Journal published a letter -LRB- Asian Wall Street Journal , Jan. 22 -RRB- from Francis Seow attacking the legislation on Group Representation Constituencies 
1	Farmers also has questioned B.A.T 's ability to manage insurance operations and attacked its presence in South Africa 
1	The rate found by the study , which is designed to be definitive and to squelch second guessing , already is being attacked as too low 
1	Mr. Schnittke is also a composer of extremes , and in the new Fourth Piano Sonata he has Mr. Feltsman achieving kinetic climaxes at the highest and lowest registers simultaneously , the pianist 's arms widely extended and lunging at the piano like a hawk attacking his prey 
1	He also attacked a House panel for disclosing at least three pending SEC inquiries 
1	During the debate , when Mr. Chirac derided Mr. Mitterrand for having changed his mind from time to time during a 40-year political career , Mr. Mitterrand , clearly well coached , retorted with some 10-year-old quotations from Mr. Chirac attacking the European Community , which Mr. Chirac now warmly embraces 
1	I have dined out long enough on the strength of being attacked from the left by The Wall Street Journal editorial staff -LRB- it long being thought that nothing could exist to the right of that august body -RRB- 
1	In addition , Mr. Joseph said , referring to the subcommittee 's questions about Beatrice , Texstyrene and one other junk-bond issue , by Hanover Petroleum Corp . , `` I do n't think it 's fair at all to attack the firm over two or three instances . ''/''
0	But international groups that attacked Mr. Jenninger 's remarks may find themselves among the losers 
0	One sure sign has reappeared to attest that the interests of the United States must be taking a turn for the good in El Salvador: The country is being attacked 
0	From the 14th century to Corregidor in 1942 , such forts had to be taken by storm before attacking ships could pass 
0	Justice Abrams , so viciously attacked by Mr. Cooper , was earlier a hard-nosed career prosecutor 
0	He strongly attacked the Massachusetts governor , asserting that he would lead the nation toward higher taxes , economic stagnation and a weaker defense 
0	Already , President-elect Carlos Salinas de Gortari has found himself and his closest advisers attacked by the nation 's two strongest labor leaders: Fidel Velazquez , boss of the Confederation of Mexican Workers -LRB- CTM -RRB- , and oil union chief Joaquin Hernandez Galicia 
0	In Idaho last week , the Indiana conservative attacked the Carter administration for having shown an `` insensitivity to Western needs '' and having tried to `` cancel vital water projects . ''/''
0	Insects begin attacking the snags almost immediately after a fire , and the charred trunks are likely to be toppled by the wind 
0	Labor unions , too , attack the underground economy 
0	Mr. Bush attacked the Massachusetts governor for vetoing a bill to require school teachers to lead pupils in the pledge of allegiance and for Massachusetts ' prisoner-furlough program 
0	The administration has been reluctant , for a number of reasons , to attack Tokyo on rice , historically Japan 's most sacrosanct product 
0	The union leaders also will attack one of Wall Street 's most dearly held beliefs about Texas Air -- something that has long helped to sustain its stock price: that for all its losses and labor travails , the company still sits on a motherlode of cash 
0	By hitching a ride on these proteins , drugs can be very narrowly targeted to attack diseased cells , Mr. McCamant says 
0	An Agence France Press dispatch on August 8 reported that an Afghan air force plane was shot down by a Pakistani F-16 while attacking Afghan refugee camps 30 kilometers inside Pakistan territory , near Miram Shah 
0	And , to slash costs , he is attacking United 's slow-moving , free-spending ways , even banning fresh flowers from his office 
0	This avoidance of tradition gets reinforced by the many critics who attack as unrealistic , and possibly immoral , any effort to portray the Vietnam experience as similar to that of World War I , World War II or Korea 
0	-- The other day , U.S. helicopters fired on Iranian gunboats that were preparing to attack a Panamanian ship near Farsi Island 
0	Prince Norodom Sihanouk , the former Cambodian leader , said this week he was withdrawing from the resistance because the Khmer Rouge continues to attack his forces along the Thai-Cambodia border 
0	They point out that three members of Abu Nidal 's organization are in jail in Greece on separate charges of attacking a synagogue in Rome , weapons smuggling , plotting to assassinate the Jordanian charge d'affairs in Greece , and possessing weapons in prison 
